Blockno,UnixTimestamp,Value_IN(ETH),Value_IN_USD,TxnFee_ETH,TxnFee_USD,HistoricalPrice_ETH,hour,dayofweek,GasEfficiency,recon_error,autoencoder_anomaly
19557470,1711931795,1.075,3768.434,0.0008879474071583,2.73788331197027,3505.52,0,0,0.0007265307847354,0.38377988,0
19557471,1711931807,0.885,3102.3852,0.0025115374654611,7.74403580509341,3505.52,0,0,0.0024961554750187,0.3387066,0
19557471,1711931807,0.66,2313.6432,0.0008311736208855,2.56282789681785,3505.52,0,0,0.0011077023007307,0.32702154,0
19557472,1711931819,0.0,0.0,0.0023568865899655,7.26718768572554,3505.52,0,0,7267187.685725541,0.2850746,0
19557472,1711931819,0.0,0.0,0.004883405138133,15.0574159297025,3505.52,0,0,15057415.929702502,0.30594185,0
19557473,1711931831,0.0,0.0,0.0042805063981438,13.1984472726432,3505.52,0,0,13198447.2726432,0.29398653,0
19557473,1711931831,0.0,0.0,0.00379753907816,11.7092733024841,3505.52,0,0,11709273.3024841,0.28756383,0
19557474,1711931843,0.3,1051.656,0.0028751487150805,8.86518911254366,3505.52,0,0,0.0084297423341034,0.294477,0
19557475,1711931855,2.0,7011.04,0.0039157240599763,12.0736830488629,3505.52,0,0,0.0017220958726723,0.6475342,0
19557475,1711931855,0.0,0.0,0.003371845524242,10.3966963774438,3505.52,0,0,10396696.3774438,0.2842294,0
19557478,1711931891,0.0,0.0,0.0023500162570957,7.24600380753615,3505.52,0,0,7246003.80753615,0.28512254,0
19557478,1711931891,0.1325,464.4814,0.0025680652808305,7.91833279736392,3505.52,0,0,0.017047685397771,0.30061454,0
19557480,1711931915,0.0,0.0,0.0040416848498617,12.4620686016667,3505.52,0,0,12462068.601666702,0.29045984,0
19557480,1711931915,0.88,3084.8576,0.0031138960766216,9.60133903726981,3505.52,0,0,0.0031124091543666,0.33467463,0
19557480,1711931915,0.0,0.0,0.0021132839208964,6.51606698080664,3505.52,0,0,6516066.98080664,0.28712153,0
19557480,1711931915,0.0995,348.79924,0.0021034544320109,6.48575888669236,3505.52,0,0,0.0185945326833218,0.3056975,0
19557480,1711931915,0.233,816.78616,0.0023461738373964,7.23415615001991,3505.52,0,0,0.0088568544564504,0.2985017,0
19557482,1711931939,0.0,0.0,0.000750811339319,2.31504007983778,3505.52,0,0,2315040.0798377804,0.3113403,0
19557482,1711931939,0.639,2240.02728,0.0009297965152798,2.86692020517243,3505.52,0,0,0.001279859504163,0.32422382,0
19557482,1711931939,1.6623971364294512,5827.56640969617,0.0020139433814937,6.20976189692431,3505.52,0,0,0.0010655840636198,0.5289731,0
19557483,1711931951,0.0,0.0,0.030323326280817,93.4984756060804,3505.52,0,0,93498475.6060804,4.5321207,0
19557483,1711931951,0.0,0.0,0.0021769297567495,6.71231156742719,3505.52,0,0,6712311.567427191,0.28651786,0
19557484,1711931963,4.78,16756.3856,0.0008812269161369,2.71716145382028,3505.52,0,0,0.000162156775245,2.768268,0
19557485,1711931975,0.1,350.552,0.0029451976700814,9.08117697778419,3505.52,0,0,0.0259053634036571,0.3001252,0
19557486,1711931987,0.0,0.0,0.0045957665150911,14.1705154448813,3505.52,0,0,14170515.4448813,0.29969257,0
19557486,1711931987,0.0,0.0,0.0074706713062512,23.0349524461785,3505.52,0,0,23034952.446178503,0.40654215,0
19557486,1711931987,0.0,0.0,0.0026119610456332,8.05368032014574,3505.52,0,0,8053680.320145739,0.2836963,0
19557487,1711931999,0.1,350.552,0.0030355929024034,9.35990024006402,3505.52,0,0,0.0267004615958932,0.29963785,0
